pref_code,pref_name,muni_code,muni_name,party_name,votes,valid_votes_muni
01,北海道,01106,札幌市南区,自由民主党,24464,67765
01,北海道,01106,札幌市南区,れいわ新選組,1933,67765
01,北海道,01106,札幌市南区,チームみらい,4159,67765
01,北海道,01106,札幌市南区,日本保守党,1841,67765
01,北海道,01106,札幌市南区,減税日本・ゆうこく連合,1042,67765
01,北海道,01107,札幌市西区,日本共産党,5793,108236
01,北海道,01107,札幌市西区,国民民主党,11875,108236
01,北海道,01107,札幌市西区,中道改革連合,24432,108236
01,北海道,01107,札幌市西区,日本維新の会,4942,108236
01,北海道,01107,札幌市西区,社会民主党,1342,108236
01,北海道,01107,札幌市西区,参政党,7680,108236
01,北海道,01107,札幌市西区,自由民主党,36317,108236
01,北海道,01107,札幌市西区,れいわ新選組,3089,108236
01,北海道,01107,札幌市西区,チームみらい,8198,108236
01,北海道,01107,札幌市西区,日本保守党,3017,108236
01,北海道,01107,札幌市西区,減税日本・ゆうこく連合,1551,108236
01,北海道,01109,札幌市手稲区,日本共産党,3823,68231
01,北海道,01109,札幌市手稲区,国民民主党,6097,68231
01,北海道,01109,札幌市手稲区,中道改革連合,18282,68231
01,北海道,01109,札幌市手稲区,日本維新の会,2759,68231
01,北海道,01109,札幌市手稲区,社会民主党,876,68231
01,北海道,01109,札幌市手稲区,参政党,4665,68231
01,北海道,01109,札幌市手稲区,自由民主党,23198,68231
01,北海道,01109,札幌市手稲区,れいわ新選組,1873,68231
01,北海道,01109,札幌市手稲区,チームみらい,4137,68231
01,北海道,01109,札幌市手稲区,日本保守党,1711,68231
01,北海道,01109,札幌市手稲区,減税日本・ゆうこく連合,810,68231
01,北海道,01202,函館市,日本共産党,5926,115981
01,北海道,01202,函館市,国民民主党,8581,115981
01,北海道,01202,函館市,中道改革連合,33013,115981
01,北海道,01202,函館市,日本維新の会,3650,115981
01,北海道,01202,函館市,社会民主党,1301,115981
01,北海道,01202,函館市,参政党,6602,115981
01,北海道,01202,函館市,自由民主党,43861,115981
01,北海道,01202,函館市,れいわ新選組,3662,115981
01,北海道,01202,函館市,チームみらい,5411,115981
01,北海道,01202,函館市,日本保守党,2536,115981
01,北海道,01202,函館市,減税日本・ゆうこく連合,1438,115981
01,北海道,01203,小樽市,日本共産党,4238,47446
01,北海道,01203,小樽市,国民民主党,3287,47446
01,北海道,01203,小樽市,中道改革連合,14355,47446
01,北海道,01203,小樽市,日本維新の会,1477,47446
01,北海道,01203,小樽市,社会民主党,581,47446
01,北海道,01203,小樽市,参政党,2696,47446
01,北海道,01203,小樽市,自由民主党,15715,47446
01,北海道,01203,小樽市,れいわ新選組,1447,47446
01,北海道,01203,小樽市,チームみらい,2028,47446
01,北海道,01203,小樽市,日本保守党,1047,47446
01,北海道,01203,小樽市,減税日本・ゆうこく連合,575,47446
01,北海道,01204,旭川市,日本共産党,8326,143348
01,北海道,01204,旭川市,国民民主党,11789,143348
01,北海道,01204,旭川市,中道改革連合,37311,143348
01,北海道,01204,旭川市,日本維新の会,5244,143348
01,北海道,01204,旭川市,社会民主党,1840,143348
01,北海道,01204,旭川市,参政党,8558,143348
01,北海道,01204,旭川市,自由民主党,53197,143348
01,北海道,01204,旭川市,れいわ新選組,4996,143348
01,北海道,01204,旭川市,チームみらい,7047,143348
01,北海道,01204,旭川市,日本保守党,3123,143348
01,北海道,01204,旭川市,減税日本・ゆうこく連合,1917,143348
01,北海道,01205,室蘭市,日本共産党,1867,35317
01,北海道,01205,室蘭市,国民民主党,3074,35317
01,北海道,01205,室蘭市,中道改革連合,10717,35317
01,北海道,01205,室蘭市,日本維新の会,1105,35317
01,北海道,01205,室蘭市,社会民主党,546,35317
01,北海道,01205,室蘭市,参政党,2414,35317
01,北海道,01205,室蘭市,自由民主党,11616,35317
01,北海道,01205,室蘭市,れいわ新選組,1156,35317
01,北海道,01205,室蘭市,チームみらい,1644,35317
01,北海道,01205,室蘭市,日本保守党,745,35317
01,北海道,01205,室蘭市,減税日本・ゆうこく連合,433,35317
01,北海道,01206,釧路市,日本共産党,3990,73802
01,北海道,01206,釧路市,国民民主党,5822,73802
01,北海道,01206,釧路市,中道改革連合,19287,73802
01,北海道,01206,釧路市,日本維新の会,2367,73802
01,北海道,01206,釧路市,社会民主党,1012,73802
01,北海道,01206,釧路市,参政党,4490,73802
01,北海道,01206,釧路市,自由民主党,28584,73802
01,北海道,01206,釧路市,れいわ新選組,2593,73802
01,北海道,01206,釧路市,チームみらい,3018,73802
01,北海道,01206,釧路市,日本保守党,1725,73802
01,北海道,01206,釧路市,減税日本・ゆうこく連合,914,73802
01,北海道,01207,帯広市,日本共産党,4028,80252
01,北海道,01207,帯広市,国民民主党,6736,80252
01,北海道,01207,帯広市,中道改革連合,18899,80252
01,北海道,01207,帯広市,日本維新の会,2783,80252
01,北海道,01207,帯広市,社会民主党,932,80252
01,北海道,01207,帯広市,参政党,5515,80252
01,北海道,01207,帯広市,自由民主党,31803,80252
01,北海道,01207,帯広市,れいわ新選組,2537,80252
01,北海道,01207,帯広市,チームみらい,3880,80252
01,北海道,01207,帯広市,日本保守党,1984,80252
01,北海道,01207,帯広市,減税日本・ゆうこく連合,1155,80252
01,北海道,01208,北見市,日本共産党,2729,53431
01,北海道,01208,北見市,国民民主党,4827,53431
01,北海道,01208,北見市,中道改革連合,13166,53431
01,北海道,01208,北見市,日本維新の会,1938,53431
01,北海道,01208,北見市,社会民主党,698,53431
01,北海道,01208,北見市,参政党,3807,53431
01,北海道,01208,北見市,自由民主党,20032,53431
01,北海道,01208,北見市,れいわ新選組,1818,53431
01,北海道,01208,北見市,チームみらい,2405,53431
01,北海道,01208,北見市,日本保守党,1289,53431
01,北海道,01208,北見市,減税日本・ゆうこく連合,722,53431
01,北海道,01209,夕張市,日本共産党,221,3288
01,北海道,01209,夕張市,国民民主党,216,3288
01,北海道,01209,夕張市,中道改革連合,1228,3288
01,北海道,01209,夕張市,日本維新の会,77,3288
01,北海道,01209,夕張市,社会民主党,73,3288
01,北海道,01209,夕張市,参政党,155,3288
01,北海道,01209,夕張市,自由民主党,1047,3288
01,北海道,01209,夕張市,れいわ新選組,83,3288
01,北海道,01209,夕張市,チームみらい,98,3288
01,北海道,01209,夕張市,日本保守党,49,3288
01,北海道,01209,夕張市,減税日本・ゆうこく連合,41,3288
01,北海道,01210,岩見沢市,日本共産党,2072,36070
01,北海道,01210,岩見沢市,国民民主党,3095,36070
01,北海道,01210,岩見沢市,中道改革連合,10080,36070
01,北海道,01210,岩見沢市,日本維新の会,1246,36070
01,北海道,01210,岩見沢市,社会民主党,555,36070
01,北海道,01210,岩見沢市,参政党,2106,36070
01,北海道,01210,岩見沢市,自由民主党,12621,36070
01,北海道,01210,岩見沢市,れいわ新選組,1246,36070
01,北海道,01210,岩見沢市,チームみらい,1781,36070
01,北海道,01210,岩見沢市,日本保守党,807,36070
01,北海道,01210,岩見沢市,減税日本・ゆうこく連合,461,36070
01,北海道,01211,網走市,日本共産党,952,16473
01,北海道,01211,網走市,国民民主党,1303,16473
01,北海道,01211,網走市,中道改革連合,4433,16473
01,北海道,01211,網走市,日本維新の会,530,16473
01,北海道,01211,網走市,社会民主党,208,16473
01,北海道,01211,網走市,参政党,909,16473
01,北海道,01211,網走市,自由民主党,6439,16473
01,北海道,01211,網走市,れいわ新選組,539,16473
01,北海道,01211,網走市,チームみらい,611,16473
01,北海道,01211,網走市,日本保守党,357,16473
01,北海道,01211,網走市,減税日本・ゆうこく連合,192,16473
01,北海道,01212,留萌市,日本共産党,295,8592
01,北海道,01212,留萌市,国民民主党,642,8592
01,北海道,01212,留萌市,中道改革連合,2355,8592
01,北海道,01212,留萌市,日本維新の会,235,8592
01,北海道,01212,留萌市,社会民主党,93,8592
01,北海道,01212,留萌市,参政党,492,8592
01,北海道,01212,留萌市,自由民主党,3645,8592
01,北海道,01212,留萌市,れいわ新選組,271,8592
01,北海道,01212,留萌市,チームみらい,336,8592
01,北海道,01212,留萌市,日本保守党,149,8592
01,北海道,01212,留萌市,減税日本・ゆうこく連合,79,8592
01,北海道,01213,苫小牧市,日本共産党,4934,76674
01,北海道,01213,苫小牧市,国民民主党,7054,76674
01,北海道,01213,苫小牧市,中道改革連合,19171,76674
01,北海道,01213,苫小牧市,日本維新の会,2675,76674
01,北海道,01213,苫小牧市,社会民主党,840,76674
01,北海道,01213,苫小牧市,参政党,6038,76674
01,北海道,01213,苫小牧市,自由民主党,27100,76674
01,北海道,01213,苫小牧市,れいわ新選組,2558,76674
01,北海道,01213,苫小牧市,チームみらい,3460,76674
01,北海道,01213,苫小牧市,日本保守党,1808,76674
01,北海道,01213,苫小牧市,減税日本・ゆうこく連合,1036,76674
01,北海道,01214,稚内市,日本共産党,656,14228
01,北海道,01214,稚内市,国民民主党,1113,14228
01,北海道,01214,稚内市,中道改革連合,3422,14228
01,北海道,01214,稚内市,日本維新の会,467,14228
01,北海道,01214,稚内市,社会民主党,158,14228
01,北海道,01214,稚内市,参政党,899,14228
01,北海道,01214,稚内市,自由民主党,5923,14228
01,北海道,01214,稚内市,れいわ新選組,474,14228
01,北海道,01214,稚内市,チームみらい,630,14228
01,北海道,01214,稚内市,日本保守党,335,14228
01,北海道,01214,稚内市,減税日本・ゆうこく連合,151,14228
01,北海道,01215,美唄市,日本共産党,495,9126
01,北海道,01215,美唄市,国民民主党,649,9126
01,北海道,01215,美唄市,中道改革連合,2607,9126
01,北海道,01215,美唄市,日本維新の会,287,9126
01,北海道,01215,美唄市,社会民主党,122,9126
01,北海道,01215,美唄市,参政党,501,9126
01,北海道,01215,美唄市,自由民主党,3487,9126
01,北海道,01215,美唄市,れいわ新選組,348,9126
01,北海道,01215,美唄市,チームみらい,364,9126
01,北海道,01215,美唄市,日本保守党,180,9126
01,北海道,01215,美唄市,減税日本・ゆうこく連合,86,9126
01,北海道,01216,芦別市,日本共産党,293,5787
01,北海道,01216,芦別市,国民民主党,389,5787
01,北海道,01216,芦別市,中道改革連合,1908,5787
01,北海道,01216,芦別市,日本維新の会,142,5787
01,北海道,01216,芦別市,社会民主党,85,5787
01,北海道,01216,芦別市,参政党,258,5787
01,北海道,01216,芦別市,自由民主党,2144,5787
01,北海道,01216,芦別市,れいわ新選組,189,5787
01,北海道,01216,芦別市,チームみらい,217,5787
01,北海道,01216,芦別市,日本保守党,101,5787
01,北海道,01216,芦別市,減税日本・ゆうこく連合,61,5787
01,北海道,01217,江別市,日本共産党,3408,60288
01,北海道,01217,江別市,国民民主党,5670,60288
01,北海道,01217,江別市,中道改革連合,15691,60288
01,北海道,01217,江別市,日本維新の会,2357,60288
01,北海道,01217,江別市,社会民主党,913,60288
01,北海道,01217,江別市,参政党,4091,60288
01,北海道,01217,江別市,自由民主党,20649,60288
01,北海道,01217,江別市,れいわ新選組,1873,60288
01,北海道,01217,江別市,チームみらい,3379,60288
01,北海道,01217,江別市,日本保守党,1515,60288
01,北海道,01217,江別市,減税日本・ゆうこく連合,742,60288
01,北海道,01218,赤平市,日本共産党,236,4134
01,北海道,01218,赤平市,国民民主党,253,4134
01,北海道,01218,赤平市,中道改革連合,1457,4134
01,北海道,01218,赤平市,日本維新の会,116,4134
01,北海道,01218,赤平市,社会民主党,69,4134
01,北海道,01218,赤平市,参政党,217,4134
01,北海道,01218,赤平市,自由民主党,1397,4134
01,北海道,01218,赤平市,れいわ新選組,137,4134
01,北海道,01218,赤平市,チームみらい,153,4134
01,北海道,01218,赤平市,日本保守党,54,4134
01,北海道,01218,赤平市,減税日本・ゆうこく連合,45,4134
01,北海道,01219,紋別市,日本共産党,342,9099
01,北海道,01219,紋別市,国民民主党,756,9099
01,北海道,01219,紋別市,中道改革連合,2208,9099
01,北海道,01219,紋別市,日本維新の会,310,9099
01,北海道,01219,紋別市,社会民主党,112,9099
01,北海道,01219,紋別市,参政党,536,9099
01,北海道,01219,紋別市,自由民主党,3840,9099
01,北海道,01219,紋別市,れいわ新選組,299,9099
01,北海道,01219,紋別市,チームみらい,368,9099
01,北海道,01219,紋別市,日本保守党,197,9099
01,北海道,01219,紋別市,減税日本・ゆうこく連合,131,9099
01,北海道,01220,士別市,日本共産党,401,9005
01,北海道,01220,士別市,国民民主党,721,9005
01,北海道,01220,士別市,中道改革連合,2624,9005
01,北海道,01220,士別市,日本維新の会,241,9005
01,北海道,01220,士別市,社会民主党,122,9005
01,北海道,01220,士別市,参政党,471,9005
01,北海道,01220,士別市,自由民主党,3588,9005
01,北海道,01220,士別市,れいわ新選組,247,9005
01,北海道,01220,士別市,チームみらい,340,9005
01,北海道,01220,士別市,日本保守党,149,9005
01,北海道,01220,士別市,減税日本・ゆうこく連合,101,9005
01,北海道,01221,名寄市,日本共産党,544,12405
01,北海道,01221,名寄市,国民民主党,1083,12405
01,北海道,01221,名寄市,中道改革連合,2793,12405
01,北海道,01221,名寄市,日本維新の会,340,12405
01,北海道,01221,名寄市,社会民主党,243,12405
01,北海道,01221,名寄市,参政党,646,12405
01,北海道,01221,名寄市,自由民主党,5530,12405
01,北海道,01221,名寄市,れいわ新選組,341,12405
01,北海道,01221,名寄市,チームみらい,512,12405
01,北海道,01221,名寄市,日本保守党,240,12405
01,北海道,01221,名寄市,減税日本・ゆうこく連合,133,12405
01,北海道,01222,三笠市,日本共産党,143,3635
01,北海道,01222,三笠市,国民民主党,264,3635
01,北海道,01222,三笠市,中道改革連合,1264,3635
01,北海道,01222,三笠市,日本維新の会,112,3635
01,北海道,01222,三笠市,社会民主党,87,3635
01,北海道,01222,三笠市,参政党,173,3635
01,北海道,01222,三笠市,自由民主党,1230,3635
01,北海道,01222,三笠市,れいわ新選組,137,3635
01,北海道,01222,三笠市,チームみらい,126,3635
01,北海道,01222,三笠市,日本保守党,66,3635
01,北海道,01222,三笠市,減税日本・ゆうこく連合,33,3635
01,北海道,01223,根室市,日本共産党,611,10426
01,北海道,01223,根室市,国民民主党,744,10426
01,北海道,01223,根室市,中道改革連合,1858,10426
01,北海道,01223,根室市,日本維新の会,316,10426
01,北海道,01223,根室市,社会民主党,110,10426
01,北海道,01223,根室市,参政党,571,10426
01,北海道,01223,根室市,自由民主党,5141,10426
01,北海道,01223,根室市,れいわ新選組,379,10426
01,北海道,01223,根室市,チームみらい,381,10426
01,北海道,01223,根室市,日本保守党,225,10426
01,北海道,01223,根室市,減税日本・ゆうこく連合,90,10426
01,北海道,01224,千歳市,日本共産党,1239,45081
01,北海道,01224,千歳市,国民民主党,4043,45081
01,北海道,01224,千歳市,中道改革連合,7943,45081
01,北海道,01224,千歳市,日本維新の会,1833,45081
01,北海道,01224,千歳市,社会民主党,401,45081
01,北海道,01224,千歳市,参政党,3622,45081
01,北海道,01224,千歳市,自由民主党,20593,45081
01,北海道,01224,千歳市,れいわ新選組,1209,45081
01,北海道,01224,千歳市,チームみらい,2349,45081
01,北海道,01224,千歳市,日本保守党,1272,45081
01,北海道,01224,千歳市,減税日本・ゆうこく連合,577,45081
01,北海道,01225,滝川市,日本共産党,803,17062
01,北海道,01225,滝川市,国民民主党,1503,17062
01,北海道,01225,滝川市,中道改革連合,4773,17062
01,北海道,01225,滝川市,日本維新の会,557,17062
01,北海道,01225,滝川市,社会民主党,258,17062
01,北海道,01225,滝川市,参政党,1009,17062
01,北海道,01225,滝川市,自由民主党,6247,17062
01,北海道,01225,滝川市,れいわ新選組,539,17062
01,北海道,01225,滝川市,チームみらい,790,17062
01,北海道,01225,滝川市,日本保守党,370,17062
01,北海道,01225,滝川市,減税日本・ゆうこく連合,213,17062
01,北海道,01226,砂川市,日本共産党,328,8214
01,北海道,01226,砂川市,国民民主党,658,8214
01,北海道,01226,砂川市,中道改革連合,2810,8214
01,北海道,01226,砂川市,日本維新の会,262,8214
01,北海道,01226,砂川市,社会民主党,137,8214
01,北海道,01226,砂川市,参政党,420,8214
01,北海道,01226,砂川市,自由民主党,2725,8214
01,北海道,01226,砂川市,れいわ新選組,274,8214
01,北海道,01226,砂川市,チームみらい,342,8214
01,北海道,01226,砂川市,日本保守党,171,8214
01,北海道,01226,砂川市,減税日本・ゆうこく連合,87,8214
01,北海道,01227,歌志内市,日本共産党,85,1370
01,北海道,01227,歌志内市,国民民主党,107,1370
01,北海道,01227,歌志内市,中道改革連合,518,1370
01,北海道,01227,歌志内市,日本維新の会,28,1370
01,北海道,01227,歌志内市,社会民主党,32,1370
01,北海道,01227,歌志内市,参政党,55,1370
01,北海道,01227,歌志内市,自由民主党,418,1370
01,北海道,01227,歌志内市,れいわ新選組,52,1370
01,北海道,01227,歌志内市,チームみらい,40,1370
01,北海道,01227,歌志内市,日本保守党,28,1370
01,北海道,01227,歌志内市,減税日本・ゆうこく連合,7,1370
01,北海道,01228,深川市,日本共産党,570,9200
01,北海道,01228,深川市,国民民主党,731,9200
01,北海道,01228,深川市,中道改革連合,2787,9200
01,北海道,01228,深川市,日本維新の会,290,9200
01,北海道,01228,深川市,社会民主党,133,9200
01,北海道,01228,深川市,参政党,495,9200
01,北海道,01228,深川市,自由民主党,3280,9200
01,北海道,01228,深川市,れいわ新選組,249,9200
01,北海道,01228,深川市,チームみらい,375,9200
01,北海道,01228,深川市,日本保守党,183,9200
01,北海道,01228,深川市,減税日本・ゆうこく連合,107,9200
01,北海道,01229,富良野市,日本共産党,456,9446
01,北海道,01229,富良野市,国民民主党,757,9446
01,北海道,01229,富良野市,中道改革連合,2223,9446
01,北海道,01229,富良野市,日本維新の会,326,9446
01,北海道,01229,富良野市,社会民主党,136,9446
01,北海道,01229,富良野市,参政党,615,9446
01,北海道,01229,富良野市,自由民主党,3841,9446
01,北海道,01229,富良野市,れいわ新選組,322,9446
01,北海道,01229,富良野市,チームみらい,441,9446
01,北海道,01229,富良野市,日本保守党,209,9446
01,北海道,01229,富良野市,減税日本・ゆうこく連合,120,9446
01,北海道,01230,登別市,日本共産党,1039,20185
01,北海道,01230,登別市,国民民主党,1628,20185
01,北海道,01230,登別市,中道改革連合,6163,20185
01,北海道,01230,登別市,日本維新の会,618,20185
01,北海道,01230,登別市,社会民主党,311,20185
01,北海道,01230,登別市,参政党,1446,20185
01,北海道,01230,登別市,自由民主党,6903,20185
01,北海道,01230,登別市,れいわ新選組,616,20185
01,北海道,01230,登別市,チームみらい,800,20185
01,北海道,01230,登別市,日本保守党,417,20185
01,北海道,01230,登別市,減税日本・ゆうこく連合,244,20185
01,北海道,01231,恵庭市,日本共産党,1246,35643
01,北海道,01231,恵庭市,国民民主党,3106,35643
01,北海道,01231,恵庭市,中道改革連合,7268,35643
01,北海道,01231,恵庭市,日本維新の会,1407,35643
01,北海道,01231,恵庭市,社会民主党,392,35643
01,北海道,01231,恵庭市,参政党,2590,35643
01,北海道,01231,恵庭市,自由民主党,15545,35643
01,北海道,01231,恵庭市,れいわ新選組,907,35643
01,北海道,01231,恵庭市,チームみらい,1794,35643
01,北海道,01231,恵庭市,日本保守党,950,35643
01,北海道,01231,恵庭市,減税日本・ゆうこく連合,438,35643
01,北海道,01233,伊達市,日本共産党,1043,15267
01,北海道,01233,伊達市,国民民主党,1187,15267
01,北海道,01233,伊達市,中道改革連合,4299,15267
01,北海道,01233,伊達市,日本維新の会,510,15267
01,北海道,01233,伊達市,社会民主党,236,15267
01,北海道,01233,伊達市,参政党,1045,15267
01,北海道,01233,伊達市,自由民主党,5156,15267
01,北海道,01233,伊達市,れいわ新選組,504,15267
01,北海道,01233,伊達市,チームみらい,752,15267
01,北海道,01233,伊達市,日本保守党,323,15267
01,北海道,01233,伊達市,減税日本・ゆうこく連合,212,15267
01,北海道,01234,北広島市,日本共産党,1724,29197
01,北海道,01234,北広島市,国民民主党,2487,29197
01,北海道,01234,北広島市,中道改革連合,7813,29197
01,北海道,01234,北広島市,日本維新の会,1183,29197
01,北海道,01234,北広島市,社会民主党,488,29197
01,北海道,01234,北広島市,参政党,1934,29197
01,北海道,01234,北広島市,自由民主党,9995,29197
01,北海道,01234,北広島市,れいわ新選組,889,29197
01,北海道,01234,北広島市,チームみらい,1566,29197
01,北海道,01234,北広島市,日本保守党,705,29197
01,北海道,01234,北広島市,減税日本・ゆうこく連合,413,29197
01,北海道,01235,石狩市,日本共産党,1535,24972
01,北海道,01235,石狩市,国民民主党,1937,24972
01,北海道,01235,石狩市,中道改革連合,6670,24972
01,北海道,01235,石狩市,日本維新の会,944,24972
01,北海道,01235,石狩市,社会民主党,297,24972
01,北海道,01235,石狩市,参政党,1825,24972
01,北海道,01235,石狩市,自由民主党,8924,24972
01,北海道,01235,石狩市,れいわ新選組,795,24972
01,北海道,01235,石狩市,チームみらい,1111,24972
01,北海道,01235,石狩市,日本保守党,568,24972
01,北海道,01235,石狩市,減税日本・ゆうこく連合,366,24972
01,北海道,01236,北斗市,日本共産党,849,20469
01,北海道,01236,北斗市,国民民主党,1505,20469
01,北海道,01236,北斗市,中道改革連合,5408,20469
01,北海道,01236,北斗市,日本維新の会,616,20469
01,北海道,01236,北斗市,社会民主党,265,20469
01,北海道,01236,北斗市,参政党,1150,20469
01,北海道,01236,北斗市,自由民主党,8499,20469
01,北海道,01236,北斗市,れいわ新選組,752,20469
01,北海道,01236,北斗市,チームみらい,742,20469
01,北海道,01236,北斗市,日本保守党,424,20469
01,北海道,01236,北斗市,減税日本・ゆうこく連合,259,20469
01,北海道,01423,南幌町,日本共産党,209,4268
01,北海道,01423,南幌町,国民民主党,387,4268
01,北海道,01423,南幌町,中道改革連合,1013,4268
01,北海道,01423,南幌町,日本維新の会,136,4268
01,北海道,01423,南幌町,社会民主党,72,4268
01,北海道,01423,南幌町,参政党,311,4268
01,北海道,01423,南幌町,自由民主党,1627,4268
01,北海道,01423,南幌町,れいわ新選組,146,4268
01,北海道,01423,南幌町,チームみらい,196,4268
01,北海道,01423,南幌町,日本保守党,116,4268
01,北海道,01423,南幌町,減税日本・ゆうこく連合,55,4268
01,北海道,01424,奈井江町,日本共産党,144,2511
01,北海道,01424,奈井江町,国民民主党,202,2511
01,北海道,01424,奈井江町,中道改革連合,781,2511
01,北海道,01424,奈井江町,日本維新の会,84,2511
01,北海道,01424,奈井江町,社会民主党,32,2511
01,北海道,01424,奈井江町,参政党,135,2511
01,北海道,01424,奈井江町,自由民主党,890,2511
01,北海道,01424,奈井江町,れいわ新選組,86,2511
01,北海道,01424,奈井江町,チームみらい,84,2511
01,北海道,01424,奈井江町,日本保守党,55,2511
01,北海道,01424,奈井江町,減税日本・ゆうこく連合,18,2511
01,北海道,01425,上砂川町,日本共産党,78,1125
01,北海道,01425,上砂川町,国民民主党,90,1125
01,北海道,01425,上砂川町,中道改革連合,409,1125
01,北海道,01425,上砂川町,日本維新の会,25,1125
01,北海道,01425,上砂川町,社会民主党,23,1125
01,北海道,01425,上砂川町,参政党,51,1125
01,北海道,01425,上砂川町,自由民主党,345,1125
01,北海道,01425,上砂川町,れいわ新選組,35,1125
